Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Middleweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Rob Wilkinson, Israel Adesanya, Rob Wilkinson, Israel Adesanya,0,3,15,20,0,1,0,46,22,47,22,6,28.0,10,5,50.0,14,11,79.0,26,7,27.0,20,15,75.0,0,0,0,1,0,0,0,0,0,0,75,52,69,56,35,63.0,13,13,100.0,6,4,67.0,45,28,63.0,30,24,80.0,0,0,0
Featherweight Bout,False,False, 2, KO/TKO, Punches to Head From Half Guard, Alexander Volkanovski, Jeremy Kennedy, Jeremy Kennedy, Alexander Volkanovski,0,0,3,0,0,0,0,25,8,32,24,7,30.0,1,1,100.0,0,0,0,18,1,6.0,0,0,0,7,7,100.0,0,2,3,66,0,4,0,120,73,60,103,57,56.0,10,10,100.0,7,6,86.0,9,4,45.0,8,5,63.0,103,64,63.0
Flyweight Bout,False,False, 3, Submission, Rear Naked Choke technical submission, Jussier Formiga, Ben Nguyen, Ben Nguyen, Jussier Formiga,0,0,0,0,0,0,0,65,21,32,46,8,18.0,15,10,67.0,4,3,75.0,49,7,15.0,15,13,87.0,1,1,100.0,1,2,4,50,1,4,0,49,27,55,44,24,55.0,4,2,50.0,1,1,100.0,29,12,42.0,5,1,20.0,15,14,94.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Ross Pearson, Mizuto Hirota, Mizuto Hirota, Ross Pearson,0,0,1,0,0,0,0,213,77,36,176,49,28.0,10,3,30.0,27,25,93.0,208,73,36.0,5,4,80.0,0,0,0,0,0,0,0,0,0,0,176,58,32,134,31,24.0,30,16,54.0,12,11,92.0,174,57,33.0,2,1,50.0,0,0,0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Teruto Ishihara, Jose Quinonez, Teruto Ishihara, Jose Quinonez,1,1,4,25,0,0,0,109,33,30,77,8,11.0,12,6,50.0,20,19,95.0,102,29,29.0,7,4,58.0,0,0,0,0,2,7,28,0,1,0,98,49,50,59,16,28.0,8,6,75.0,31,27,88.0,89,42,48.0,9,7,78.0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Luke Jumeau, Daichi Abe, Daichi Abe, Luke Jumeau,0,0,1,0,0,0,0,171,63,36,144,43,30.0,14,7,50.0,13,13,100.0,145,47,33.0,14,8,58.0,12,8,67.0,0,1,1,100,0,0,0,130,63,48,93,35,38.0,20,11,56.0,17,17,100.0,118,58,50.0,7,2,29.0,5,3,60.0
Middleweight Bout,False,False, 5, Decision - Split,, Lyoto Machida, Eryk Anders, Eryk Anders, Lyoto Machida,0,3,11,27,0,0,0,77,32,41,63,18,29.0,13,13,100.0,1,1,100.0,60,19,32.0,15,12,80.0,2,1,50.0,0,0,0,0,0,0,0,112,62,55,57,18,32.0,31,23,75.0,24,21,88.0,94,49,53.0,7,6,86.0,11,7,64.0
Women's Flyweight Bout,False,False, 2, Submission, Rear Naked Choke, Valentina Shevchenko, Priscila Cachoeira, Priscila Cachoeira, Valentina Shevchenko,0,0,0,0,0,0,0,12,2,16,12,2,17.0,0,0,0,0,0,0,12,2,17.0,0,0,0,0,0,0,0,2,2,100,2,4,0,113,95,84,103,87,85.0,9,8,89.0,1,0,0.0,20,11,56.0,0,0,0,93,84,91.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Michel Prazeres, Desmond Green, Desmond Green, Michel Prazeres,0,3,6,50,0,1,0,61,33,54,36,9,25.0,15,15,100.0,10,9,90.0,45,20,45.0,16,13,82.0,0,0,0,0,3,8,37,3,3,0,72,36,50,52,22,43.0,14,8,58.0,6,6,100.0,51,17,34.0,7,6,86.0,14,13,93.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Tim Johnson, Marcelo Golm, Marcelo Golm, Tim Johnson,0,0,0,0,0,0,0,87,59,67,67,40,60.0,14,13,93.0,6,6,100.0,51,27,53.0,36,32,89.0,0,0,0,0,0,6,0,0,0,0,146,77,52,102,42,42.0,32,25,79.0,12,10,84.0,80,23,29.0,66,54,82.0,0,0,0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Douglas Silva de Andrade, Marlon Vera, Marlon Vera, Douglas Silva de Andrade,0,0,0,0,0,0,0,191,72,37,138,28,21.0,29,22,76.0,24,22,92.0,187,71,38.0,3,1,34.0,1,0,0.0,0,1,3,33,0,0,0,232,97,41,180,55,31.0,31,23,75.0,21,19,91.0,224,92,42.0,6,4,67.0,2,1,50.0
Middleweight Bout,False,False, 2, KO/TKO, Kick to Body At Distance, Thiago Santos, Anthony Smith, Anthony Smith, Thiago Santos,0,1,3,33,0,1,0,22,10,45,22,10,46.0,0,0,0,0,0,0,20,8,40.0,1,1,100.0,1,1,100.0,2,0,1,0,0,0,1,82,58,70,56,33,59.0,21,20,96.0,5,5,100.0,24,13,55.0,4,3,75.0,54,42,78.0
Welterweight Bout,False,False, 3, Decision - Split,, Sergio Moraes, Tim Means, Tim Means, Sergio Moraes,1,0,0,0,0,0,0,274,129,47,229,91,40.0,28,22,79.0,17,16,95.0,268,124,47.0,1,1,100.0,5,4,80.0,0,0,1,0,0,0,0,192,87,45,168,70,42.0,22,15,69.0,2,2,100.0,192,87,46.0,0,0,0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Alan Patrick, Damir Hadzovic, Damir Hadzovic, Alan Patrick,0,0,0,0,1,0,0,25,20,80,8,5,63.0,17,15,89.0,0,0,0,9,6,67.0,12,11,92.0,4,3,75.0,0,9,15,60,0,6,0,45,28,62,35,20,58.0,7,5,72.0,3,3,100.0,18,8,45.0,4,3,75.0,23,17,74.0
Women's Strawweight Bout,False,False, 1, Submission, Rear Naked Choke, Maia Stevenson, Polyana Viana, Maia Stevenson, Polyana Viana,0,1,1,100,0,0,0,11,6,54,6,1,17.0,3,3,100.0,2,2,100.0,9,4,45.0,2,2,100.0,0,0,0,0,1,2,50,3,4,1,18,12,66,16,11,69.0,2,1,50.0,0,0,0,8,4,50.0,2,1,50.0,8,7,88.0
Bantamweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Iuri Alcantara, Joe Soto, Joe Soto, Iuri Alcantara,0,0,1,0,0,0,0,2,1,50,1,1,100.0,0,0,0,1,0,0.0,2,1,50.0,0,0,0,0,0,0,1,0,0,0,0,1,0,30,17,56,26,13,50.0,3,3,100.0,1,1,100.0,17,8,48.0,2,1,50.0,11,8,73.0
Flyweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Deiveson Figueiredo, Joseph Morales, Joseph Morales, Deiveson Figueiredo,0,0,1,0,0,0,0,32,9,28,24,5,21.0,4,2,50.0,4,2,50.0,20,7,35.0,1,0,0.0,11,2,19.0,1,2,2,100,1,3,0,62,31,50,51,25,50.0,11,6,55.0,0,0,0,27,11,41.0,0,0,0,35,20,58.0
Middleweight Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Jacare Souza, Derek Brunson, Derek Brunson, Jacare Souza,0,0,0,0,0,0,0,34,8,23,28,5,18.0,4,2,50.0,2,1,50.0,34,8,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,21,9,42,10,7,70.0,11,2,19.0,0,0,0,17,6,36.0,1,1,100.0,3,2,67.0
Featherweight Bout,False,False, 3, Decision - Split,, Dennis Bermudez, Andre Fili, Dennis Bermudez, Andre Fili,0,1,11,9,0,1,0,196,103,52,138,56,41.0,21,12,58.0,37,35,95.0,176,91,52.0,20,12,60.0,0,0,0,0,4,12,33,0,1,0,229,80,34,214,70,33.0,9,5,56.0,6,5,84.0,220,76,35.0,9,4,45.0,0,0,0
Lightweight Bout,False,False, 1, KO/TKO, Punches to Head From Back Control, Jordan Rinaldi, Gregor Gillespie, Jordan Rinaldi, Gregor Gillespie,0,0,0,0,0,0,0,16,7,43,14,5,36.0,1,1,100.0,1,1,100.0,16,7,44.0,0,0,0,0,0,0,0,1,2,50,0,7,0,55,34,61,51,31,61.0,2,1,50.0,2,2,100.0,19,5,27.0,1,1,100.0,35,28,80.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Drew Dober, Frank Camacho, Frank Camacho, Drew Dober,0,3,3,100,0,3,1,223,106,47,194,80,42.0,29,26,90.0,0,0,0,209,99,48.0,8,6,75.0,6,1,17.0,0,0,6,0,0,0,0,322,145,45,262,96,37.0,45,34,76.0,15,15,100.0,293,125,43.0,19,15,79.0,10,5,50.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Erik Koch, Bobby Green, Erik Koch, Bobby Green,0,1,1,100,0,2,1,146,56,38,129,45,35.0,10,7,70.0,7,4,58.0,129,45,35.0,6,3,50.0,11,8,73.0,0,1,5,20,0,2,1,194,110,56,116,48,42.0,56,43,77.0,22,19,87.0,128,55,43.0,42,37,89.0,24,18,75.0
Featherweight Bout,False,False, 1, KO/TKO, Punch to Body At Distance, Mirsad Bektic, Godofredo Pepey, Godofredo Pepey, Mirsad Bektic,0,0,0,0,0,0,0,17,5,29,12,2,17.0,4,2,50.0,1,1,100.0,16,4,25.0,1,1,100.0,0,0,0,1,0,0,0,0,0,0,33,12,36,24,7,30.0,4,1,25.0,5,4,80.0,29,9,32.0,0,0,0,4,3,75.0
Women's Flyweight Bout,False,False, 3, Decision - Unanimous,, Katlyn Chookagian, Mara Romero Borella, Mara Romero Borella, Katlyn Chookagian,0,1,3,33,0,0,0,211,79,37,170,46,28.0,6,3,50.0,35,30,86.0,210,78,38.0,1,1,100.0,0,0,0,0,0,1,0,1,0,0,252,68,26,212,37,18.0,31,22,71.0,9,9,100.0,247,63,26.0,5,5,100.0,0,0,0
Women's Strawweight Bout,False,False, 3, Decision - Unanimous,, Randa Markos, Juliana Lima, Juliana Lima, Randa Markos,0,1,2,50,0,1,0,37,18,48,11,5,46.0,11,5,46.0,15,8,54.0,23,6,27.0,14,12,86.0,0,0,0,0,2,7,28,0,6,1,65,46,70,25,11,44.0,11,10,91.0,29,25,87.0,14,4,29.0,33,29,88.0,18,13,73.0
Women's Flyweight Bout,False,False, 3, Decision - Split,, Justine Kish, Ji Yeon Kim, Justine Kish, Ji Yeon Kim,0,0,0,0,0,0,0,203,96,47,132,43,33.0,31,22,71.0,40,31,78.0,197,93,48.0,6,3,50.0,0,0,0,0,0,0,0,0,0,0,215,68,31,201,60,30.0,11,5,46.0,3,3,100.0,210,66,32.0,5,2,40.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Vinc Pichel, Joaquim Silva, Joaquim Silva, Vinc Pichel,0,0,0,0,0,0,0,100,45,45,79,30,38.0,15,10,67.0,6,5,84.0,97,44,46.0,3,1,34.0,0,0,0,0,1,4,25,0,0,0,186,60,32,135,24,18.0,21,15,72.0,30,21,70.0,174,50,29.0,12,10,84.0,0,0,0
Welterweight Bout,False,False, 2, Submission, Rear Naked Choke, Niko Price, George Sullivan, George Sullivan, Niko Price,0,1,6,16,0,0,0,61,21,34,53,15,29.0,4,3,75.0,4,3,75.0,37,7,19.0,5,4,80.0,19,10,53.0,0,2,5,40,3,3,1,47,24,51,34,13,39.0,9,7,78.0,4,4,100.0,27,11,41.0,13,7,54.0,7,6,86.0
Featherweight Bout,False,False, 2, KO/TKO, Punches to Body At Distance, Austin Arnett, Cory Sandhagen, Austin Arnett, Cory Sandhagen,0,1,1,100,0,1,0,90,32,35,84,29,35.0,6,3,50.0,0,0,0,84,31,37.0,6,1,17.0,0,0,0,1,1,1,100,0,1,1,147,80,54,104,47,46.0,32,23,72.0,11,10,91.0,90,45,50.0,33,20,61.0,24,15,63.0
UFC Heavyweight Title Bout,False,False, 5, Decision - Unanimous,, Stipe Miocic, Francis Ngannou, Francis Ngannou, Stipe Miocic,0,0,1,0,1,0,0,113,21,18,106,17,17.0,7,4,58.0,0,0,0,105,19,19.0,8,2,25.0,0,0,0,0,6,14,42,0,4,0,95,70,73,67,45,68.0,11,9,82.0,17,16,95.0,52,37,72.0,6,5,84.0,37,28,76.0
UFC Light Heavyweight Title Bout,False,False, 2, KO/TKO, Punches to Head From Crucifix, Daniel Cormier, Volkan Oezdemir, Volkan Oezdemir, Daniel Cormier,0,0,0,0,0,0,0,82,38,46,63,23,37.0,15,11,74.0,4,4,100.0,70,33,48.0,12,5,42.0,0,0,0,0,2,3,66,1,3,0,61,32,52,59,30,51.0,1,1,100.0,1,1,100.0,46,24,53.0,8,3,38.0,7,5,72.0
Featherweight Bout,False,False, 3, KO/TKO, Punch to Head In Clinch, Calvin Kattar, Shane Burgos, Shane Burgos, Calvin Kattar,0,0,0,0,0,0,0,186,89,47,126,46,37.0,38,25,66.0,22,18,82.0,182,86,48.0,4,3,75.0,0,0,0,1,0,1,0,0,0,0,194,85,43,174,73,42.0,10,5,50.0,10,7,70.0,182,79,44.0,2,1,50.0,10,5,50.0
Light Heavyweight Bout,False,False, 3, Decision - Split,, Gian Villante, Francimar Barroso, Francimar Barroso, Gian Villante,0,0,0,0,0,0,0,128,74,57,86,38,45.0,24,18,75.0,18,18,100.0,127,74,59.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,209,74,35,184,57,31.0,17,11,65.0,8,6,75.0,208,74,36.0,1,0,0.0,0,0,0
Bantamweight Bout,False,False, 2, KO/TKO, Kick to Head In Clinch, Thomas Almeida, Rob Font, Thomas Almeida, Rob Font,0,0,0,0,0,0,0,90,24,26,66,11,17.0,8,2,25.0,16,11,69.0,89,24,27.0,1,0,0.0,0,0,0,2,1,3,33,0,0,0,132,41,31,120,35,30.0,9,4,45.0,3,2,67.0,111,26,24.0,15,11,74.0,6,4,67.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Kyle Bochniak, Brandon Davis, Brandon Davis, Kyle Bochniak,0,1,1,100,0,0,0,112,38,33,87,19,22.0,11,7,64.0,14,12,86.0,106,35,34.0,6,3,50.0,0,0,0,0,3,15,20,0,0,0,132,33,25,117,29,25.0,15,4,27.0,0,0,0,118,26,23.0,14,7,50.0,0,0,0
Welterweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Sabah Homasi, Abdul Razak Alhassan, Sabah Homasi, Abdul Razak Alhassan,0,1,2,50,0,0,0,25,8,32,19,3,16.0,6,5,84.0,0,0,0,20,4,20.0,5,4,80.0,0,0,0,1,0,0,0,0,0,0,33,13,39,29,11,38.0,1,0,0.0,3,2,67.0,28,11,40.0,5,2,40.0,0,0,0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Dustin Ortiz, Alexandre Pantoja, Alexandre Pantoja, Dustin Ortiz,0,1,1,100,2,4,2,49,19,38,41,13,32.0,5,4,80.0,3,2,67.0,44,15,35.0,2,1,50.0,3,3,100.0,0,7,12,58,0,1,2,80,36,45,59,19,33.0,10,8,80.0,11,9,82.0,60,21,35.0,8,6,75.0,12,9,75.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Dan Ige, Julio Arce, Dan Ige, Julio Arce,0,1,13,7,0,0,0,113,35,30,78,15,20.0,17,6,36.0,18,14,78.0,102,33,33.0,11,2,19.0,0,0,0,0,0,0,0,0,0,0,201,72,35,184,60,33.0,16,11,69.0,1,1,100.0,184,61,34.0,14,8,58.0,3,3,100.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Matt Bessette, Enrique Barzola, Matt Bessette, Enrique Barzola,0,0,0,0,0,0,0,146,43,29,113,27,24.0,31,15,49.0,2,1,50.0,143,41,29.0,3,2,67.0,0,0,0,0,5,10,50,0,0,0,122,55,45,83,25,31.0,17,13,77.0,22,17,78.0,98,43,44.0,0,0,0,24,12,50.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Islam Makhachev, Gleison Tibau, Gleison Tibau, Islam Makhachev,0,0,0,0,0,0,0,4,2,50,2,1,50.0,1,0,0.0,1,1,100.0,4,2,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,50,5,2,40.0,1,1,100.0,0,0,0,4,2,50.0,0,0,0,2,1,50.0
Featherweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Jeremy Stephens, Dooho Choi, Dooho Choi, Jeremy Stephens,0,0,0,0,0,0,0,79,44,55,51,24,48.0,7,3,43.0,21,17,81.0,76,42,56.0,3,2,67.0,0,0,0,1,0,0,0,0,0,0,133,49,36,111,32,29.0,6,6,100.0,16,11,69.0,124,42,34.0,3,3,100.0,6,4,67.0
Women's Flyweight Bout,False,False, 3, Decision - Unanimous,, Paige VanZant, Jessica-Rose Clark, Paige VanZant, Jessica-Rose Clark,0,0,2,0,0,0,1,118,54,45,75,29,39.0,32,18,57.0,11,7,64.0,100,40,40.0,3,2,67.0,15,12,80.0,0,2,3,66,1,4,1,98,55,56,71,36,51.0,19,12,64.0,8,7,88.0,67,32,48.0,11,7,64.0,20,16,80.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Kamaru Usman, Emil Meek, Emil Meek, Kamaru Usman,0,0,0,0,2,0,0,67,30,44,54,20,38.0,10,7,70.0,3,3,100.0,48,17,36.0,4,4,100.0,15,9,60.0,0,8,19,42,0,7,0,66,50,75,44,29,66.0,10,9,90.0,12,12,100.0,15,8,54.0,8,8,100.0,43,34,80.0
Featherweight Bout,False,False, 2, Submission, Rear Naked Choke, Darren Elkins, Michael Johnson, Michael Johnson, Darren Elkins,0,0,0,0,0,0,0,98,45,45,74,29,40.0,13,9,70.0,11,7,64.0,97,45,47.0,1,0,0.0,0,0,0,0,1,4,25,1,2,0,64,18,28,57,13,23.0,7,5,72.0,0,0,0,60,17,29.0,2,0,0.0,2,1,50.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, James Krause, Alex White, Alex White, James Krause,0,1,1,100,0,0,0,127,56,44,109,42,39.0,17,14,83.0,1,0,0.0,91,29,32.0,15,12,80.0,21,15,72.0,0,3,11,27,2,4,1,67,35,52,60,30,50.0,4,3,75.0,3,2,67.0,43,18,42.0,2,1,50.0,22,16,73.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Matt Frevola, Polo Reyes, Matt Frevola, Polo Reyes,0,0,0,0,0,0,0,30,9,30,26,5,20.0,4,4,100.0,0,0,0,29,8,28.0,1,1,100.0,0,0,0,2,0,0,0,0,0,0,39,18,46,38,17,45.0,1,1,100.0,0,0,0,36,17,48.0,2,0,0.0,1,1,100.0
Women's Bantamweight Bout,False,False, 3, Decision - Unanimous,, Talita Bernardo, Irene Aldana, Talita Bernardo, Irene Aldana,0,1,11,9,0,1,1,87,46,52,69,31,45.0,4,3,75.0,14,12,86.0,72,36,50.0,3,2,67.0,12,8,67.0,0,1,2,50,0,6,3,171,70,40,153,57,38.0,13,10,77.0,5,3,60.0,140,46,33.0,5,3,60.0,26,21,81.0
Bantamweight Bout,False,False, 1, Submission, Triangle Choke From Bottom, Kyung Ho Kang, Guido Cannetti, Guido Cannetti, Kyung Ho Kang,0,1,2,50,0,0,0,39,19,48,29,12,42.0,7,4,58.0,3,3,100.0,29,9,32.0,5,5,100.0,5,5,100.0,0,1,2,50,1,1,0,11,3,27,9,3,34.0,2,0,0.0,0,0,0,8,1,13.0,1,1,100.0,2,1,50.0
Women's Flyweight Bout,False,False, 3, Decision - Split,, Kalindra Faria, Jessica Eye, Kalindra Faria, Jessica Eye,0,1,2,50,1,1,0,70,38,54,58,28,49.0,8,6,75.0,4,4,100.0,48,18,38.0,8,7,88.0,14,13,93.0,0,3,4,75,6,3,0,49,25,51,42,20,48.0,4,2,50.0,3,3,100.0,35,15,43.0,3,3,100.0,11,7,64.0
Women's Strawweight Bout,False,False, 3, Decision - Unanimous,, Danielle Taylor, JJ Aldrich, Danielle Taylor, JJ Aldrich,0,0,1,0,0,0,0,136,38,27,107,21,20.0,17,8,48.0,12,9,75.0,129,35,28.0,6,2,34.0,1,1,100.0,0,1,5,20,0,1,0,150,54,36,137,47,35.0,10,5,50.0,3,2,67.0,142,48,34.0,7,6,86.0,1,0,0.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Mads Burnell, Mike Santiago, Mike Santiago, Mads Burnell,0,3,3,100,2,3,1,79,51,64,56,34,61.0,14,11,79.0,9,6,67.0,29,13,45.0,28,22,79.0,22,16,73.0,0,3,7,42,1,11,1,34,20,58,34,20,59.0,0,0,0,0,0,0,15,5,34.0,1,1,100.0,18,14,78.0
UFC Women's Featherweight Title Bout,False,False, 5, Decision - Unanimous,, Cris Cyborg, Holly Holm, Holly Holm, Cris Cyborg,0,0,0,0,0,0,0,227,44,19,203,33,17.0,14,8,58.0,10,3,30.0,225,43,20.0,2,1,50.0,0,0,0,0,0,0,0,0,0,0,223,118,52,164,70,43.0,37,29,79.0,22,19,87.0,205,101,50.0,18,17,95.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Khabib Nurmagomedov, Edson Barboza, Edson Barboza, Khabib Nurmagomedov,0,0,0,0,0,0,0,76,25,32,47,6,13.0,19,11,58.0,10,8,80.0,74,23,32.0,2,2,100.0,0,0,0,0,4,13,30,0,4,0,177,89,50,162,77,48.0,11,8,73.0,4,4,100.0,96,32,34.0,3,2,67.0,78,55,71.0
Lightweight Bout,False,False, 3, Submission, Guillotine Choke After Drop to Ground, Dan Hooker, Marc Diakiese, Marc Diakiese, Dan Hooker,0,0,5,0,0,0,1,69,24,34,34,9,27.0,9,4,45.0,26,11,43.0,68,23,34.0,1,1,100.0,0,0,0,0,2,3,66,1,1,0,40,17,42,16,3,19.0,10,3,30.0,14,11,79.0,40,17,43.0,0,0,0,0,0,0
Women's Strawweight Bout,False,False, 3, Decision - Unanimous,, Cynthia Calvillo, Carla Esparza, Cynthia Calvillo, Carla Esparza,0,1,3,33,0,2,0,112,38,33,106,35,34.0,4,3,75.0,2,0,0.0,95,23,25.0,4,4,100.0,13,11,85.0,0,2,9,22,1,0,1,138,48,34,114,27,24.0,5,3,60.0,19,18,95.0,125,41,33.0,7,3,43.0,6,4,67.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Carlos Condit, Neil Magny, Carlos Condit, Neil Magny,0,0,0,0,0,0,0,112,37,33,69,10,15.0,21,10,48.0,22,17,78.0,103,32,32.0,9,5,56.0,0,0,0,0,6,9,66,0,1,0,114,32,28,83,14,17.0,21,13,62.0,10,5,50.0,102,24,24.0,9,6,67.0,3,2,67.0
Light Heavyweight Bout,False,True, 3, Decision - Unanimous,, Khalil Rountree Jr., Michal Oleksiejczuk,,,0,0,0,0,1,0,0,180,52,28,153,37,25.0,21,12,58.0,6,3,50.0,171,44,26.0,9,8,89.0,0,0,0,0,2,3,66,0,1,0,130,76,58,89,40,45.0,33,29,88.0,8,7,88.0,120,67,56.0,4,3,75.0,6,6,100.0
Light Heavyweight Bout,False,True, 3, Decision - Unanimous,, Khalil Rountree Jr., Michal Oleksiejczuk,,,0,0,0,0,1,0,0,180,52,28,153,37,25.0,21,12,58.0,6,3,50.0,171,44,26.0,9,8,89.0,0,0,0,0,2,3,66,0,1,0,130,76,58,89,40,45.0,33,29,88.0,8,7,88.0,120,67,56.0,4,3,75.0,6,6,100.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Myles Jury, Rick Glenn, Rick Glenn, Myles Jury,0,0,4,0,0,0,0,83,14,16,53,6,12.0,21,4,20.0,9,4,45.0,76,10,14.0,5,2,40.0,2,2,100.0,0,2,3,66,0,2,1,83,41,49,56,27,49.0,24,14,59.0,3,0,0.0,67,29,44.0,8,7,88.0,8,5,63.0
Middleweight Bout,True,False, 3, Decision - Majority,, Marvin Vettori, Omari Akhmedov,,,0,0,1,0,2,1,0,161,66,40,149,56,38.0,10,8,80.0,2,2,100.0,139,55,40.0,15,7,47.0,7,4,58.0,0,0,2,0,0,0,0,174,51,29,152,39,26.0,11,6,55.0,11,6,55.0,171,50,30.0,3,1,34.0,0,0,0
Middleweight Bout,True,False, 3, Decision - Majority,, Marvin Vettori, Omari Akhmedov,,,0,0,1,0,2,1,0,161,66,40,149,56,38.0,10,8,80.0,2,2,100.0,139,55,40.0,15,7,47.0,7,4,58.0,0,0,2,0,0,0,0,174,51,29,152,39,26.0,11,6,55.0,11,6,55.0,171,50,30.0,3,1,34.0,0,0,0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Louis Smolka, Matheus Nicolau, Louis Smolka, Matheus Nicolau,0,0,1,0,0,0,0,159,49,30,116,20,18.0,36,23,64.0,7,6,86.0,159,49,31.0,0,0,0,0,0,0,3,3,4,75,2,6,0,172,87,50,114,47,42.0,56,38,68.0,2,2,100.0,150,72,48.0,0,0,0,22,15,69.0
Bantamweight Bout,False,False, 2, Submission, Anaconda Choke On Ground, Tim Elliott, Mark De La Rosa, Mark De La Rosa, Tim Elliott,0,0,0,0,0,0,0,4,2,50,2,0,0.0,2,2,100.0,0,0,0,3,1,34.0,0,0,0,1,1,100.0,0,1,1,100,2,6,2,24,12,50,18,10,56.0,2,1,50.0,4,1,25.0,6,1,17.0,0,0,0,18,11,62.0
Welterweight Bout,False,False, 5, Decision - Unanimous,, Robbie Lawler, Rafael Dos Anjos, Robbie Lawler, Rafael Dos Anjos,0,0,0,0,0,0,0,212,86,40,171,53,31.0,40,32,80.0,1,1,100.0,159,48,31.0,53,38,72.0,0,0,0,0,2,7,28,0,1,0,291,172,59,199,100,51.0,64,48,75.0,28,24,86.0,203,104,52.0,78,58,75.0,10,10,100.0
Featherweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Ricardo Lamas, Josh Emmett, Ricardo Lamas, Josh Emmett,0,0,0,0,0,0,0,37,17,45,18,3,17.0,5,4,80.0,14,10,72.0,37,17,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,10,26,32,6,19.0,2,1,50.0,4,3,75.0,38,10,27.0,0,0,0,0,0,0
