Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Middleweight Bout,False,False, 3, Submission, Armbar From Mount, Rich Franklin, Jorge Rivera, Jorge Rivera, Rich Franklin,0,0,1,0,0,0,0,41,22,53,24,9,38.0,17,13,77.0,0,0,0,14,5,36.0,27,17,63.0,0,0,0,1,3,3,100,1,5,0,73,41,56,51,27,53.0,19,11,58.0,3,3,100.0,14,6,43.0,45,26,58.0,14,9,65.0
UFC Welterweight Title Bout,False,False, 1, Submission, Armbar From Side Control, Matt Hughes, Georges St-Pierre, Georges St-Pierre, Matt Hughes,0,1,1,100,0,0,0,17,6,35,15,4,27.0,2,2,100.0,0,0,0,16,5,32.0,1,1,100.0,0,0,0,0,2,7,28,2,3,0,14,4,28,13,3,24.0,1,1,100.0,0,0,0,11,3,28.0,1,1,100.0,2,0,0.0
Welterweight Bout,False,False, 2, KO/TKO, Elbows to Head From Half Guard, Frank Trigg, Renato Verissimo, Renato Verissimo, Frank Trigg,0,0,8,0,2,0,0,21,4,19,18,2,12.0,1,0,0.0,2,2,100.0,13,2,16.0,8,2,25.0,0,0,0,0,1,1,100,0,1,0,59,33,55,48,26,55.0,10,6,60.0,1,1,100.0,16,5,32.0,16,9,57.0,27,19,71.0
Middleweight Bout,False,False, 1, Submission, Triangle Choke From Bottom Guard, Evan Tanner, Robbie Lawler, Robbie Lawler, Evan Tanner,0,1,1,100,0,0,0,14,3,21,13,2,16.0,1,1,100.0,0,0,0,11,1,10.0,1,1,100.0,2,1,50.0,0,0,0,0,1,0,0,17,6,35,12,2,17.0,1,1,100.0,4,3,75.0,17,6,36.0,0,0,0,0,0,0
Middleweight Bout,False,False, 1, Submission,, Ivan Salaverry, Tony Fryklund, Tony Fryklund, Ivan Salaverry,0,0,1,0,0,0,0,6,4,66,2,1,50.0,1,1,100.0,3,2,67.0,2,1,50.0,4,3,75.0,0,0,0,1,0,2,0,1,1,0,15,9,60,11,6,55.0,2,2,100.0,2,1,50.0,3,0,0.0,9,6,67.0,3,3,100.0
Light Heavyweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Travis Lutter, Marvin Eastman, Marvin Eastman, Travis Lutter,0,0,0,0,0,0,0,45,10,22,37,3,9.0,0,0,0,8,7,88.0,42,9,22.0,3,1,34.0,0,0,0,1,0,1,0,0,0,0,11,1,9,11,1,10.0,0,0,0,0,0,0,11,1,10.0,0,0,0,0,0,0
UFC Light Heavyweight Title Bout,False,False, 3, TKO - Doctor's Stoppage, Facial Cut, Randy Couture, Vitor Belfort, Vitor Belfort, Randy Couture,0,0,0,0,2,0,0,6,3,50,4,1,25.0,2,2,100.0,0,0,0,3,0,0.0,2,2,100.0,1,1,100.0,0,2,4,50,0,1,0,71,50,70,56,40,72.0,5,3,60.0,10,7,70.0,4,1,25.0,25,16,64.0,42,33,79.0
Middleweight Bout,False,False, 2, KO/TKO, Elbows to Head From Half Guard Submission to Strikes, Joe Riggs, Joe Doerksen, Joe Doerksen, Joe Riggs,0,2,7,28,0,0,1,7,6,85,3,2,67.0,1,1,100.0,3,3,100.0,5,4,80.0,2,2,100.0,0,0,0,0,2,3,66,0,3,1,55,29,52,49,24,49.0,4,3,75.0,2,2,100.0,7,2,29.0,3,2,67.0,45,25,56.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Chuck Liddell, Vernon White, Vernon White, Chuck Liddell,0,0,1,0,0,0,0,37,13,35,32,9,29.0,3,2,67.0,2,2,100.0,28,11,40.0,5,1,20.0,4,1,25.0,2,1,1,100,0,0,0,68,31,45,64,27,43.0,3,3,100.0,1,1,100.0,26,9,35.0,11,5,46.0,31,17,55.0
Middleweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, David Terrell, Matt Lindland, Matt Lindland, David Terrell,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,71,7,5,72.0,0,0,0,0,0,0,2,1,50.0,0,0,0,5,4,80.0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head In Clinch, Justin Eilers, Mike Kyle, Mike Kyle, Justin Eilers,0,0,0,0,0,0,0,16,7,43,10,1,10.0,5,5,100.0,1,1,100.0,7,0,0.0,9,7,78.0,0,0,0,1,0,1,0,0,0,0,9,4,44,8,4,50.0,1,0,0.0,0,0,0,6,1,17.0,2,2,100.0,1,1,100.0
Welterweight Bout,False,False, 2, Submission, Guillotine Choke From Bottom Half Guard, Chris Lytle, Ronald Jhun, Ronald Jhun, Chris Lytle,0,1,1,100,0,0,0,16,8,50,5,1,20.0,5,3,60.0,6,4,67.0,12,5,42.0,4,3,75.0,0,0,0,1,0,1,0,2,2,1,25,12,48,20,8,40.0,4,3,75.0,1,1,100.0,14,6,43.0,2,1,50.0,9,5,56.0
Welterweight Bout,False,False, 3, Decision - Split,, Karo Parisyan, Nick Diaz, Nick Diaz, Karo Parisyan,0,1,2,50,2,2,1,102,37,36,83,26,32.0,18,10,56.0,1,1,100.0,82,25,31.0,17,11,65.0,3,1,34.0,0,9,15,60,0,1,0,79,27,34,75,23,31.0,2,2,100.0,2,2,100.0,38,12,32.0,16,7,44.0,25,8,32.0
Lightweight Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Yves Edwards, Josh Thomson, Josh Thomson, Yves Edwards,0,2,3,66,0,0,0,22,13,59,7,2,29.0,6,4,67.0,9,7,78.0,13,7,54.0,8,6,75.0,1,0,0.0,1,0,1,0,0,0,0,21,16,76,15,10,67.0,1,1,100.0,5,5,100.0,3,1,34.0,11,8,73.0,7,7,100.0
Heavyweight Bout,False,False, 1, KO/TKO, Knee to Head In Clinch, Ken Shamrock, Kimo Leopoldo, Kimo Leopoldo, Ken Shamrock,0,0,0,0,0,0,0,5,4,80,3,2,67.0,2,2,100.0,0,0,0,3,2,67.0,2,2,100.0,0,0,0,1,0,0,0,0,0,0,15,12,80,6,3,50.0,9,9,100.0,0,0,0,1,0,0.0,13,11,85.0,1,1,100.0
Welterweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Frank Trigg, Dennis Hallman, Dennis Hallman, Frank Trigg,0,0,1,0,2,0,0,6,1,16,4,0,0.0,1,0,0.0,1,1,100.0,5,1,20.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,41,20,48,40,20,50.0,1,0,0.0,0,0,0,11,1,10.0,0,0,0,30,19,64.0
UFC Heavyweight Title Bout,False,False, 1, Submission, Armbar From Bottom Guard Technical Submission, Frank Mir, Tim Sylvia, Tim Sylvia, Frank Mir,0,1,1,100,0,0,0,5,2,40,4,1,25.0,1,1,100.0,0,0,0,4,1,25.0,1,1,100.0,0,0,0,0,0,0,0,1,0,0,3,3,100,0,0,0,0,0,0,3,3,100.0,3,3,100.0,0,0,0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Matt Hughes, Renato Verissimo, Renato Verissimo, Matt Hughes,0,0,0,0,4,0,1,13,7,53,10,5,50.0,3,2,67.0,0,0,0,5,0,0.0,3,3,100.0,5,4,80.0,0,3,6,50,1,7,1,23,11,47,17,6,36.0,6,5,84.0,0,0,0,3,2,67.0,3,2,67.0,17,7,42.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Evan Tanner, Phil Baroni, Phil Baroni, Evan Tanner,0,0,1,0,0,0,0,67,23,34,60,16,27.0,6,6,100.0,1,1,100.0,56,16,29.0,11,7,64.0,0,0,0,0,5,12,41,0,1,0,102,73,71,82,55,68.0,17,15,89.0,3,3,100.0,63,39,62.0,21,19,91.0,18,15,84.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Matt Serra, Ivan Menjivar, Ivan Menjivar, Matt Serra,0,0,2,0,2,0,0,16,8,50,10,3,30.0,6,5,84.0,0,0,0,8,1,13.0,6,5,84.0,2,2,100.0,0,6,7,85,0,16,0,40,14,35,33,9,28.0,7,5,72.0,0,0,0,4,2,50.0,3,2,67.0,33,10,31.0
Welterweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Georges St-Pierre, Jay Hieron, Jay Hieron, Georges St-Pierre,0,0,3,0,0,0,0,9,5,55,5,1,20.0,2,2,100.0,2,2,100.0,8,4,50.0,1,1,100.0,0,0,0,2,0,1,0,0,0,0,33,24,72,31,22,71.0,2,2,100.0,0,0,0,16,13,82.0,3,2,67.0,14,9,65.0
Middleweight Bout,False,False, 2, Submission, Neck Crank From Side Control, Trevor Prangley, Curtis Stout, Curtis Stout, Trevor Prangley,0,0,0,0,0,0,0,7,5,71,2,0,0.0,3,3,100.0,2,2,100.0,5,4,80.0,0,0,0,2,1,50.0,0,2,4,50,2,4,0,18,12,66,8,2,25.0,10,10,100.0,0,0,0,1,0,0.0,0,0,0,17,12,71.0
Light Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Chuck Liddell, Tito Ortiz, Tito Ortiz, Chuck Liddell,0,0,2,0,0,0,0,32,13,40,25,7,29.0,0,0,0,7,6,86.0,32,13,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,23,35,63,22,35.0,2,1,50.0,0,0,0,65,23,36.0,0,0,0,0,0,0
Welterweight Bout,False,False, 2, Submission,, Chris Lytle, Tiki Ghosn, Tiki Ghosn, Chris Lytle,0,0,0,0,0,0,0,49,27,55,24,9,38.0,14,10,72.0,11,8,73.0,28,15,54.0,21,12,58.0,0,0,0,0,2,3,66,1,2,0,80,34,42,62,22,36.0,12,7,59.0,6,5,84.0,65,21,33.0,15,13,87.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Split,, Yves Edwards, Hermes Franca, Hermes Franca, Yves Edwards,0,4,10,40,2,1,1,44,8,18,39,6,16.0,1,0,0.0,4,2,50.0,38,5,14.0,4,2,50.0,2,1,50.0,0,0,0,0,1,1,1,43,21,48,29,9,32.0,2,2,100.0,12,10,84.0,23,13,57.0,2,0,0.0,18,8,45.0
Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Andrei Arlovski, Wesley Correira, Wesley Correira, Andrei Arlovski,0,0,0,0,0,0,0,29,4,13,25,2,8.0,0,0,0,4,2,50.0,22,3,14.0,7,1,15.0,0,0,0,1,0,0,0,0,0,0,83,51,61,68,41,61.0,2,2,100.0,13,8,62.0,52,31,60.0,31,20,65.0,0,0,0
Welterweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Nick Diaz, Robbie Lawler, Robbie Lawler, Nick Diaz,0,0,0,0,0,0,0,64,16,25,60,13,22.0,4,3,75.0,0,0,0,58,14,25.0,6,2,34.0,0,0,0,1,0,1,0,0,0,0,75,22,29,63,14,23.0,4,3,75.0,8,5,63.0,69,18,27.0,6,4,67.0,0,0,0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Mike Kyle, Wes Sims, Wes Sims, Mike Kyle,0,0,1,0,3,0,0,2,0,0,1,0,0.0,1,0,0.0,0,0,0,2,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0,0,15,13,86,10,8,80.0,1,1,100.0,4,4,100.0,3,2,67.0,7,7,100.0,5,4,80.0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head From Back Control, Jonathan Wiezorek, Wade Shipp, Wade Shipp, Jonathan Wiezorek,0,0,0,0,0,0,0,23,20,86,14,11,79.0,7,7,100.0,2,2,100.0,6,4,67.0,16,15,94.0,1,1,100.0,0,1,4,25,0,1,0,10,10,100,10,10,100.0,0,0,0,0,0,0,0,0,0,2,2,100.0,8,8,100.0
Lightweight Bout,False,False, 1, Submission, Triangle Choke From Bottom Guard, Genki Sudo, Mike Brown, Mike Brown, Genki Sudo,0,1,2,50,0,1,0,15,13,86,9,7,78.0,0,0,0,6,6,100.0,2,1,50.0,7,7,100.0,6,5,84.0,0,1,1,100,4,0,0,8,6,75,2,0,0.0,5,5,100.0,1,1,100.0,0,0,0,8,6,75.0,0,0,0
UFC Light Heavyweight Title Bout,False,False, 1, TKO - Doctor's Stoppage, Facial Cut, Vitor Belfort, Randy Couture, Randy Couture, Vitor Belfort,0,0,0,0,0,0,0,2,1,50,1,0,0.0,0,0,0,1,1,100.0,2,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100.0,0,0,0,0,0,0,1,1,100.0,0,0,0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Renato Verissimo, Carlos Newton, Carlos Newton, Renato Verissimo,0,2,5,40,0,1,0,9,4,44,5,1,20.0,4,3,75.0,0,0,0,5,1,20.0,4,3,75.0,0,0,0,0,3,4,75,1,9,1,36,22,61,34,20,59.0,2,2,100.0,0,0,0,12,6,50.0,2,2,100.0,22,14,64.0
UFC Welterweight Title Bout,False,False, 1, Submission, Rear Naked Choke, BJ Penn, Matt Hughes, Matt Hughes, BJ Penn,0,0,1,0,0,0,0,8,4,50,7,3,43.0,1,1,100.0,0,0,0,3,0,0.0,1,1,100.0,4,3,75.0,0,0,0,0,1,5,0,23,17,73,21,15,72.0,2,2,100.0,0,0,0,4,3,75.0,2,2,100.0,17,12,71.0
Heavyweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Frank Mir, Wes Sims, Wes Sims, Frank Mir,0,0,0,0,0,0,0,25,18,72,8,1,13.0,17,17,100.0,0,0,0,9,2,23.0,5,5,100.0,11,11,100.0,1,4,7,57,2,4,0,44,28,63,32,18,57.0,8,7,88.0,4,3,75.0,8,4,50.0,4,4,100.0,32,20,63.0
Middleweight Bout,False,False, 1, Submission, Triangle Choke From Bottom Guard, Lee Murray, Jorge Rivera, Jorge Rivera, Lee Murray,0,1,2,50,0,1,0,4,2,50,3,1,34.0,0,0,0,1,1,100.0,1,0,0.0,1,1,100.0,2,1,50.0,0,0,0,0,2,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Georges St-Pierre, Karo Parisyan, Karo Parisyan, Georges St-Pierre,0,0,2,0,4,2,2,7,1,14,6,1,17.0,0,0,0,1,0,0.0,6,0,0.0,0,0,0,1,1,100.0,0,6,8,75,0,0,2,80,46,57,61,29,48.0,15,14,94.0,4,3,75.0,15,7,47.0,0,0,0,65,39,60.0
Lightweight Bout,False,False, 3, Decision - Majority,, Josh Thomson, Hermes Franca, Hermes Franca, Josh Thomson,1,2,3,66,1,1,0,46,22,47,40,19,48.0,3,3,100.0,3,0,0.0,20,6,30.0,5,4,80.0,21,12,58.0,0,2,3,66,0,0,0,68,40,58,38,16,43.0,6,4,67.0,24,20,84.0,51,26,51.0,9,8,89.0,8,6,75.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Matt Serra, Jeff Curran, Jeff Curran, Matt Serra,0,0,2,0,1,0,2,15,9,60,11,5,46.0,3,3,100.0,1,1,100.0,9,4,45.0,4,3,75.0,2,2,100.0,0,6,10,60,0,8,1,80,45,56,61,26,43.0,15,15,100.0,4,4,100.0,11,2,19.0,11,11,100.0,58,32,56.0
UFC Welterweight Title Bout,False,False, 1, Submission, Rear Naked Choke, Matt Hughes, Frank Trigg, Frank Trigg, Matt Hughes,0,1,1,100,1,0,1,3,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,1,1,100,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleweight Bout,False,False, 3, KO/TKO, Punches to Head From Mount, Matt Lindland, Falaniko Vitale, Falaniko Vitale, Matt Lindland,0,0,1,0,0,2,0,18,3,16,13,0,0.0,1,0,0.0,4,3,75.0,16,2,13.0,0,0,0,2,1,50.0,0,1,3,33,1,3,1,62,35,56,44,19,44.0,4,3,75.0,14,13,93.0,17,2,12.0,23,18,79.0,22,15,69.0
Heavyweight Bout,False,False, 1, TKO - Doctor's Stoppage, Facial Cut, Wesley Correira, David Abbott, David Abbott, Wesley Correira,0,0,0,0,0,0,0,26,11,42,26,11,43.0,0,0,0,0,0,0,9,4,45.0,17,7,42.0,0,0,0,1,0,0,0,0,0,0,24,13,54,23,13,57.0,0,0,0,1,0,0.0,7,3,43.0,16,9,57.0,1,1,100.0
Middleweight Bout,False,False, 1, KO/TKO, Elbows to Head From Mount, Evan Tanner, Phil Baroni, Phil Baroni, Evan Tanner,2,0,0,0,0,0,0,32,17,53,28,14,50.0,4,3,75.0,0,0,0,15,6,40.0,15,11,74.0,2,0,0.0,0,1,4,25,0,2,0,34,28,82,20,16,80.0,8,6,75.0,6,6,100.0,7,6,86.0,10,9,90.0,17,13,77.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Robbie Lawler, Chris Lytle, Chris Lytle, Robbie Lawler,0,1,1,100,1,0,0,97,37,38,69,18,27.0,6,3,50.0,22,16,73.0,87,31,36.0,10,6,60.0,0,0,0,1,3,4,75,0,2,1,72,30,41,64,23,36.0,6,5,84.0,2,2,100.0,40,13,33.0,7,5,72.0,25,12,48.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Pedro Rizzo, Ricco Rodriguez, Ricco Rodriguez, Pedro Rizzo,0,0,12,0,0,0,0,33,15,45,28,13,47.0,3,0,0.0,2,2,100.0,33,15,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,30,32,67,9,14.0,1,1,100.0,25,20,80.0,56,11,20.0,0,0,0,37,19,52.0
Middleweight Bout,False,False, 1, Submission, Guillotine Choke From Bottom Guard, Keith Rockel, Chris Liguori, Chris Liguori, Keith Rockel,0,0,0,0,0,0,0,3,1,33,2,0,0.0,0,0,0,1,1,100.0,3,1,34.0,0,0,0,0,0,0,0,1,2,50,1,3,0,5,5,100,5,5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,100.0
Lightweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Yves Edwards, Nick Agallar, Nick Agallar, Yves Edwards,0,0,2,0,0,0,0,43,5,11,36,2,6.0,2,0,0.0,5,3,60.0,42,4,10.0,1,1,100.0,0,0,0,1,0,0,0,0,0,0,57,33,57,32,14,44.0,4,1,25.0,21,18,86.0,40,21,53.0,2,1,50.0,15,11,74.0
UFC Light Heavyweight Title Bout,False,False, 5, Decision - Unanimous,, Randy Couture, Tito Ortiz, Tito Ortiz, Randy Couture,0,2,6,33,0,0,0,30,16,53,16,3,19.0,12,11,92.0,2,2,100.0,11,1,10.0,18,14,78.0,1,1,100.0,0,8,12,66,0,9,0,136,88,64,113,65,58.0,11,11,100.0,12,12,100.0,5,1,20.0,18,16,89.0,113,71,63.0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Andrei Arlovski, Vladimir Matyushenko, Vladimir Matyushenko, Andrei Arlovski,0,0,6,0,0,0,0,17,5,29,15,4,27.0,1,0,0.0,1,1,100.0,11,3,28.0,5,1,20.0,1,1,100.0,2,0,0,0,0,1,0,20,9,45,19,8,43.0,1,1,100.0,0,0,0,10,3,30.0,3,2,67.0,7,4,58.0
UFC Heavyweight Title Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Tim Sylvia, Gan McGee, Gan McGee, Tim Sylvia,0,0,0,0,0,0,0,25,7,28,23,5,22.0,1,1,100.0,1,1,100.0,25,7,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,10,29,34,10,30.0,0,0,0,0,0,0,29,6,21.0,0,0,0,5,4,80.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Jorge Rivera, David Loiseau, David Loiseau, Jorge Rivera,0,0,3,0,0,0,0,78,35,44,64,25,40.0,6,3,50.0,8,7,88.0,26,8,31.0,52,27,52.0,0,0,0,1,0,0,0,0,0,0,136,80,58,88,39,45.0,26,24,93.0,22,17,78.0,55,20,37.0,78,57,74.0,3,3,100.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Knees to Body On Ground, Rich Franklin, Edwin DeWees, Edwin DeWees, Rich Franklin,0,1,1,100,1,1,0,6,4,66,2,1,50.0,4,3,75.0,0,0,0,2,0,0.0,4,4,100.0,0,0,0,1,0,0,0,0,0,0,46,37,80,30,21,70.0,15,15,100.0,1,1,100.0,4,3,75.0,24,21,88.0,18,13,73.0
Welterweight Bout,False,False, 1, Submission, Kimura From Side Control, Karo Parisyan, Dave Strasser, Dave Strasser, Karo Parisyan,0,0,1,0,0,0,0,11,2,18,9,1,12.0,2,1,50.0,0,0,0,6,1,17.0,5,1,20.0,0,0,0,0,3,4,75,1,1,0,22,13,59,17,8,48.0,3,3,100.0,2,2,100.0,7,3,43.0,8,7,88.0,7,3,43.0
Lightweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Josh Thomson, Gerald Strebendt, Gerald Strebendt, Josh Thomson,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100,0,1,0,18,11,61,17,10,59.0,1,1,100.0,0,0,0,2,1,50.0,0,0,0,16,10,63.0
Welterweight Bout,False,False, 3, Submission, Armbar From Bottom Guard, Nick Diaz, Jeremy Jackson, Jeremy Jackson, Nick Diaz,0,0,0,0,0,0,1,37,9,24,37,9,25.0,0,0,0,0,0,0,7,0,0.0,5,1,20.0,25,8,32.0,0,6,13,46,2,4,0,24,17,70,20,14,70.0,4,3,75.0,0,0,0,3,1,34.0,0,0,0,21,16,77.0
Lightweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Hermes Franca, Caol Uno, Caol Uno, Hermes Franca,0,1,4,25,0,2,0,49,32,65,23,8,35.0,5,5,100.0,21,19,91.0,4,3,75.0,12,11,92.0,33,18,55.0,1,2,2,100,1,2,0,22,13,59,21,12,58.0,1,1,100.0,0,0,0,6,3,50.0,10,6,60.0,6,4,67.0
UFC Interim Light Heavyweight Title Bout,False,False, 3, KO/TKO, Punches to Head On Ground, Randy Couture, Chuck Liddell, Chuck Liddell, Randy Couture,0,0,1,0,0,0,1,59,22,37,47,11,24.0,0,0,0,12,11,92.0,44,12,28.0,15,10,67.0,0,0,0,0,4,5,80,1,3,0,87,46,52,79,39,50.0,4,3,75.0,4,4,100.0,59,27,46.0,13,11,85.0,15,8,54.0
Heavyweight Bout,False,False, 1, Submission, Arm Triangle From Mount, Kimo Leopoldo, David Abbott, David Abbott, Kimo Leopoldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1,2,0,1,1,100,0,0,0,1,1,100.0,0,0,0,1,1,100.0,0,0,0,0,0,0
Light Heavyweight Bout,False,False, 1, KO/TKO, Knees to Head In Clinch, Vitor Belfort, Marvin Eastman, Marvin Eastman, Vitor Belfort,0,0,0,0,0,0,0,5,1,20,2,0,0.0,0,0,0,3,1,34.0,5,1,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,9,75,11,8,73.0,0,0,0,1,1,100.0,2,1,50.0,2,2,100.0,8,6,75.0
Heavyweight Bout,True,False, 3, Decision - Split,, Vernon White, Ian Freeman,,,0,1,5,20,0,5,1,82,45,54,51,22,44.0,17,11,65.0,14,12,86.0,21,8,39.0,32,20,63.0,29,17,59.0,0,2,5,40,1,0,0,54,18,33,51,16,32.0,1,0,0.0,2,2,100.0,21,5,24.0,18,8,45.0,15,5,34.0
Heavyweight Bout,True,False, 3, Decision - Split,, Vernon White, Ian Freeman,,,0,1,5,20,0,5,1,82,45,54,51,22,44.0,17,11,65.0,14,12,86.0,21,8,39.0,32,20,63.0,29,17,59.0,0,2,5,40,1,0,0,54,18,33,51,16,32.0,1,0,0.0,2,2,100.0,21,5,24.0,18,8,45.0,15,5,34.0
Heavyweight Bout,False,False, 1, DQ, Stomps to Head by Sims, Frank Mir, Wes Sims, Wes Sims, Frank Mir,0,0,0,0,0,0,0,1,1,100,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,1,1,100,4,3,0,7,4,57,7,4,58.0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,58.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Yves Edwards, Eddie Ruiz, Eddie Ruiz, Yves Edwards,0,2,16,12,0,0,2,12,3,25,6,0,0.0,2,1,50.0,4,2,50.0,9,2,23.0,2,1,50.0,1,0,0.0,1,0,0,0,3,6,1,40,21,52,26,10,39.0,12,10,84.0,2,1,50.0,14,3,22.0,17,14,83.0,9,4,45.0
Middleweight Bout,False,False, 1, KO/TKO, Slam to, Falaniko Vitale, Matt Lindland, Matt Lindland, Falaniko Vitale,0,0,3,0,0,0,0,9,2,22,6,0,0.0,1,1,100.0,2,1,50.0,6,0,0.0,3,2,67.0,0,0,0,0,0,1,0,0,1,0,7,2,28,5,1,20.0,1,0,0.0,1,1,100.0,4,0,0.0,2,1,50.0,1,1,100.0
Heavyweight Bout,False,False, 2, TKO - Doctor's Stoppage, Facial Cuts, Pedro Rizzo, Tra Telligman, Tra Telligman, Pedro Rizzo,1,0,0,0,0,0,0,67,34,50,49,19,39.0,11,9,82.0,7,6,86.0,55,24,44.0,11,9,82.0,1,1,100.0,0,1,3,33,0,0,0,91,40,43,67,24,36.0,6,6,100.0,18,10,56.0,64,20,32.0,11,10,91.0,16,10,63.0
UFC Welterweight Title Bout,False,False, 5, Decision - Unanimous,, Matt Hughes, Sean Sherk, Sean Sherk, Matt Hughes,0,3,5,60,1,2,0,39,19,48,39,19,49.0,0,0,0,0,0,0,14,2,15.0,5,3,60.0,20,14,70.0,0,5,7,71,1,10,0,88,44,50,86,42,49.0,2,2,100.0,0,0,0,36,9,25.0,0,0,0,52,35,68.0
Welterweight Bout,False,False, 2, Submission, Injury Knee Injury, Pete Spratt, Robbie Lawler, Robbie Lawler, Pete Spratt,0,2,2,100,0,3,0,25,15,60,11,3,28.0,13,11,85.0,1,1,100.0,5,1,20.0,16,12,75.0,4,2,50.0,0,1,1,100,0,1,0,27,19,70,13,6,47.0,6,6,100.0,8,7,88.0,12,7,59.0,14,12,86.0,1,0,0.0
