Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Welterweight Bout,False,False, 3, Decision - Unanimous,, Dave Strasser, Romie Aram, Romie Aram, Dave Strasser,1,2,4,50,0,1,0,70,24,34,67,21,32.0,1,1,100.0,2,2,100.0,38,10,27.0,26,11,43.0,6,3,50.0,0,1,2,50,0,1,0,125,60,48,105,46,44.0,18,12,67.0,2,2,100.0,56,22,40.0,34,14,42.0,35,24,69.0
Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head In Clinch, Wesley Correira, Sean Alvarez, Sean Alvarez, Wesley Correira,0,0,9,0,0,0,0,16,6,37,8,1,13.0,1,0,0.0,7,5,72.0,10,5,50.0,6,1,17.0,0,0,0,0,0,0,0,0,0,0,42,22,52,41,21,52.0,1,1,100.0,0,0,0,11,3,28.0,31,19,62.0,0,0,0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Rich Franklin, Evan Tanner, Evan Tanner, Rich Franklin,0,0,0,0,0,0,0,14,6,42,5,0,0.0,8,5,63.0,1,1,100.0,12,4,34.0,2,2,100.0,0,0,0,1,0,0,0,0,0,0,38,16,42,34,13,39.0,1,1,100.0,3,2,67.0,38,16,43.0,0,0,0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Duane Ludwig, Genki Sudo, Genki Sudo, Duane Ludwig,0,3,6,50,0,5,0,63,24,38,44,13,30.0,8,3,38.0,11,8,73.0,25,11,44.0,0,0,0,38,13,35.0,0,0,0,0,0,0,0,57,38,66,29,13,45.0,25,22,88.0,3,3,100.0,24,12,50.0,11,10,91.0,22,16,73.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Hermes Franca, Richard Crunkilton, Richard Crunkilton, Hermes Franca,0,4,7,57,0,0,0,89,29,32,78,22,29.0,4,2,50.0,7,5,72.0,61,16,27.0,6,1,17.0,22,12,55.0,1,2,11,18,9,0,0,54,27,50,47,20,43.0,4,4,100.0,3,3,100.0,43,20,47.0,10,7,70.0,1,0,0.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head From Guard, David Loiseau, Mark Weir, Mark Weir, David Loiseau,0,0,0,0,0,0,0,2,2,100,0,0,0,2,2,100.0,0,0,0,1,1,100.0,1,1,100.0,0,0,0,0,1,2,50,0,1,0,20,16,80,19,15,79.0,0,0,0,1,1,100.0,1,1,100.0,0,0,0,19,15,79.0
UFC Heavyweight Title Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Tim Sylvia, Ricco Rodriguez, Ricco Rodriguez, Tim Sylvia,0,0,2,0,1,0,0,10,7,70,7,4,58.0,1,1,100.0,2,2,100.0,9,6,67.0,1,1,100.0,0,0,0,1,0,0,0,0,0,0,25,12,48,23,10,44.0,1,1,100.0,1,1,100.0,18,7,39.0,0,0,0,7,5,72.0
Heavyweight Bout,False,False, 1, Submission, Toe Hold From Bottom, Frank Mir, David Abbott, David Abbott, Frank Mir,0,0,0,0,0,0,0,5,1,20,5,1,20.0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,1,100.0,0,0,2,0,2,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
UFC Lightweight Title Bout,True,False, 5, Decision - Split,, BJ Penn, Caol Uno,,,0,5,8,62,0,10,0,93,67,72,69,44,64.0,21,21,100.0,3,2,67.0,43,24,56.0,19,17,90.0,31,26,84.0,0,6,7,85,1,3,2,97,64,65,43,19,45.0,16,12,75.0,38,33,87.0,60,34,57.0,15,14,94.0,22,16,73.0
UFC Lightweight Title Bout,True,False, 5, Decision - Split,, BJ Penn, Caol Uno,,,0,5,8,62,0,10,0,93,67,72,69,44,64.0,21,21,100.0,3,2,67.0,43,24,56.0,19,17,90.0,31,26,84.0,0,6,7,85,1,3,2,97,64,65,43,19,45.0,16,12,75.0,38,33,87.0,60,34,57.0,15,14,94.0,22,16,73.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Matt Lindland, Phil Baroni, Phil Baroni, Matt Lindland,0,1,2,50,0,0,0,73,44,60,44,15,35.0,29,29,100.0,0,0,0,20,5,25.0,34,22,65.0,19,17,90.0,0,4,13,30,2,4,1,76,40,52,67,31,47.0,8,8,100.0,1,1,100.0,27,5,19.0,19,11,58.0,30,24,80.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Vladimir Matyushenko, Pedro Rizzo, Pedro Rizzo, Vladimir Matyushenko,0,0,3,0,0,1,0,37,12,32,31,6,20.0,1,1,100.0,5,5,100.0,35,10,29.0,2,2,100.0,0,0,0,0,5,19,26,0,1,0,38,24,63,29,17,59.0,2,1,50.0,7,6,86.0,25,11,44.0,3,3,100.0,10,10,100.0
Lightweight Bout,False,False, 3, Decision - Split,, Din Thomas, Matt Serra, Matt Serra, Din Thomas,0,1,28,3,0,0,0,81,26,32,60,5,9.0,15,15,100.0,6,6,100.0,62,9,15.0,19,17,90.0,0,0,0,0,0,0,0,0,0,0,61,29,47,49,18,37.0,7,6,86.0,5,5,100.0,54,22,41.0,7,7,100.0,0,0,0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground, Gan McGee, Alexandre Dantas, Alexandre Dantas, Gan McGee,0,0,7,0,1,0,0,4,1,25,3,0,0.0,0,0,0,1,1,100.0,3,0,0.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,23,9,39,23,9,40.0,0,0,0,0,0,0,10,1,10.0,0,0,0,13,8,62.0
Lightweight Bout,False,False, 3, Submission, Rear Naked Choke, Yves Edwards, Rich Clementi, Rich Clementi, Yves Edwards,0,2,8,25,0,0,0,64,31,48,48,17,36.0,8,7,88.0,8,7,88.0,45,15,34.0,12,11,92.0,7,5,72.0,1,0,0,0,1,2,0,96,51,53,73,29,40.0,13,12,93.0,10,10,100.0,59,27,46.0,24,18,75.0,13,6,47.0
UFC Light Heavyweight Title Bout,False,False, 3, KO/TKO, to Corner Stoppage, Tito Ortiz, Ken Shamrock, Ken Shamrock, Tito Ortiz,0,0,1,0,0,0,0,44,12,27,39,8,21.0,4,3,75.0,1,1,100.0,28,5,18.0,16,7,44.0,0,0,0,0,3,5,60,1,3,0,126,74,58,116,64,56.0,8,8,100.0,2,2,100.0,50,24,48.0,35,24,69.0,41,26,64.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Chuck Liddell, Renato Sobral, Renato Sobral, Chuck Liddell,0,0,2,0,0,0,0,18,10,55,9,2,23.0,0,0,0,9,8,89.0,18,10,56.0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,13,37,33,12,37.0,2,1,50.0,0,0,0,34,12,36.0,0,0,0,1,1,100.0
UFC Welterweight Title Bout,False,False, 1, TKO - Doctor's Stoppage, Facial Cut, Matt Hughes, Gil Castillo, Gil Castillo, Matt Hughes,0,0,0,0,0,0,0,2,1,50,2,1,50.0,0,0,0,0,0,0,2,1,50.0,0,0,0,0,0,0,0,1,1,100,0,3,0,32,22,68,24,14,59.0,6,6,100.0,2,2,100.0,8,4,50.0,0,0,0,24,18,75.0
Welterweight Bout,False,False, 1, Submission, Kimura From North South, Carlos Newton, Pete Spratt, Pete Spratt, Carlos Newton,0,0,0,0,0,0,0,2,1,50,1,0,0.0,0,0,0,1,1,100.0,2,1,50.0,0,0,0,0,0,0,0,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welterweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Robbie Lawler, Tiki Ghosn, Tiki Ghosn, Robbie Lawler,0,0,0,0,0,0,0,14,7,50,4,0,0.0,1,1,100.0,9,6,67.0,14,7,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5,45,11,5,46.0,0,0,0,0,0,0,9,4,45.0,0,0,0,2,1,50.0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Andrei Arlovski, Ian Freeman, Ian Freeman, Andrei Arlovski,0,0,0,0,0,0,0,11,1,9,10,0,0.0,0,0,0,1,1,100.0,10,1,10.0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,26,14,53,19,7,37.0,0,0,0,7,7,100.0,22,10,46.0,4,4,100.0,0,0,0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head On Ground Submission to Strikes, Vladimir Matyushenko, Travis Wiuff, Travis Wiuff, Vladimir Matyushenko,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,66,0,4,0,32,24,75,26,19,74.0,6,5,84.0,0,0,0,2,0,0.0,10,8,80.0,20,16,80.0
Middleweight Bout,False,False, 2, Submission, Rear Naked Choke, Phillip Miller, Mark Weir, Mark Weir, Phillip Miller,1,0,0,0,3,1,1,31,19,61,31,19,62.0,0,0,0,0,0,0,6,3,50.0,0,0,0,25,16,64.0,0,2,2,100,1,10,1,21,10,47,17,6,36.0,4,4,100.0,0,0,0,0,0,0,0,0,0,21,10,48.0
UFC Heavyweight Title Bout,False,False, 5, KO/TKO, Elbows to Head From Guard Submission to Strikes, Ricco Rodriguez, Randy Couture, Randy Couture, Ricco Rodriguez,0,5,5,100,0,3,1,78,39,50,70,32,46.0,6,5,84.0,2,2,100.0,26,9,35.0,8,5,63.0,44,25,57.0,0,4,5,80,1,3,0,80,39,48,72,34,48.0,7,4,58.0,1,1,100.0,26,7,27.0,4,2,50.0,50,30,60.0
Heavyweight Bout,False,False, 2, KO/TKO, to Corner Stoppage, Tim Sylvia, Wesley Correira, Wesley Correira, Tim Sylvia,0,0,1,0,0,0,0,65,26,40,60,21,35.0,4,4,100.0,1,1,100.0,62,24,39.0,3,2,67.0,0,0,0,0,0,0,0,0,0,0,214,138,64,186,115,62.0,17,13,77.0,11,10,91.0,155,91,59.0,59,47,80.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, BJ Penn, Matt Serra, Matt Serra, BJ Penn,0,1,17,5,1,0,0,49,8,16,42,4,10.0,2,2,100.0,5,2,40.0,35,3,9.0,14,5,36.0,0,0,0,0,1,1,100,0,0,0,52,32,61,31,12,39.0,11,10,91.0,10,10,100.0,24,12,50.0,23,17,74.0,5,3,60.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Caol Uno, Din Thomas, Din Thomas, Caol Uno,0,3,6,50,4,2,0,24,11,45,21,11,53.0,3,0,0.0,0,0,0,8,4,50.0,9,3,34.0,7,4,58.0,0,0,0,0,0,0,0,56,35,62,45,25,56.0,6,6,100.0,5,4,80.0,10,5,50.0,9,7,78.0,37,23,63.0
Heavyweight Bout,False,False, 1, KO/TKO, to Corner Stoppage, Gan McGee, Pedro Rizzo, Pedro Rizzo, Gan McGee,0,0,0,0,0,0,0,28,14,50,18,4,23.0,0,0,0,10,10,100.0,28,14,50.0,0,0,0,0,0,0,0,0,3,0,0,0,0,58,17,29,53,13,25.0,3,3,100.0,2,1,50.0,57,17,30.0,1,0,0.0,0,0,0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Phil Baroni, Dave Menne, Dave Menne, Phil Baroni,0,0,0,0,0,0,0,7,1,14,6,0,0.0,0,0,0,1,1,100.0,7,1,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,8,61,13,8,62.0,0,0,0,0,0,0,13,8,62.0,0,0,0,0,0,0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Matt Lindland, Ivan Salaverry, Ivan Salaverry, Matt Lindland,0,0,2,0,0,1,1,70,32,45,37,4,11.0,11,10,91.0,22,18,82.0,62,27,44.0,8,5,63.0,0,0,0,0,6,9,66,0,0,0,63,16,25,58,14,25.0,2,0,0.0,3,2,67.0,43,6,14.0,8,4,50.0,12,6,50.0
Welterweight Bout,False,False, 1, TKO - Doctor's Stoppage, Facial Cuts, Sean Sherk, Benji Radach, Benji Radach, Sean Sherk,0,0,0,0,0,0,0,18,7,38,14,6,43.0,4,1,25.0,0,0,0,10,4,40.0,8,3,38.0,0,0,0,0,1,5,20,0,0,0,8,6,75,8,6,75.0,0,0,0,0,0,0,1,0,0.0,0,0,0,7,6,86.0
UFC Welterweight Title Bout,False,False, 4, KO/TKO, Punches to Head From Side Control, Matt Hughes, Carlos Newton, Carlos Newton, Matt Hughes,0,0,1,0,1,1,1,9,3,33,9,3,34.0,0,0,0,0,0,0,6,1,17.0,1,0,0.0,2,2,100.0,0,4,6,66,1,12,0,77,58,75,65,47,73.0,12,11,92.0,0,0,0,5,0,0.0,1,1,100.0,71,57,81.0
Heavyweight Bout,False,False, 1, KO/TKO, to Fatigue, Ian Freeman, Frank Mir, Frank Mir, Ian Freeman,0,1,5,20,3,0,0,10,6,60,4,1,25.0,4,3,75.0,2,2,100.0,8,4,50.0,2,2,100.0,0,0,0,0,0,0,0,0,0,1,44,34,77,38,28,74.0,5,5,100.0,1,1,100.0,6,3,50.0,11,11,100.0,27,20,75.0
Middleweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Mark Weir, Eugene Jackson, Eugene Jackson, Mark Weir,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,66,6,4,67.0,0,0,0,0,0,0,2,1,50.0,0,0,0,4,3,75.0
Lightweight Bout,False,False, 2, Submission, Rear Naked Choke, Genki Sudo, Leigh Remedios, Leigh Remedios, Genki Sudo,0,0,0,0,0,0,0,12,5,41,7,1,15.0,1,1,100.0,4,3,75.0,9,3,34.0,3,2,67.0,0,0,0,0,2,3,66,3,2,0,29,9,31,21,8,39.0,1,0,0.0,7,1,15.0,18,3,17.0,2,0,0.0,9,6,67.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Phillip Miller, James Zikic, James Zikic, Phillip Miller,0,0,1,0,1,0,0,66,29,43,56,20,36.0,9,8,89.0,1,1,100.0,25,8,32.0,18,11,62.0,23,10,44.0,0,4,22,18,0,9,0,53,30,56,45,24,54.0,6,4,67.0,2,2,100.0,14,8,58.0,11,7,64.0,28,15,54.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Renato Sobral, Elvis Sinosic, Elvis Sinosic, Renato Sobral,0,0,1,0,0,0,0,20,7,35,15,3,20.0,3,3,100.0,2,1,50.0,18,6,34.0,0,0,0,2,1,50.0,0,4,4,100,0,0,0,90,42,46,83,36,44.0,2,2,100.0,5,4,80.0,18,9,50.0,0,0,0,72,33,46.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Evan Tanner, Chris Haseman, Chris Haseman, Evan Tanner,0,0,0,0,2,0,0,20,14,70,8,3,38.0,6,6,100.0,6,5,84.0,9,5,56.0,7,5,72.0,4,4,100.0,0,3,5,60,0,5,0,98,70,71,71,47,67.0,23,21,92.0,4,2,50.0,9,7,78.0,13,10,77.0,76,53,70.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Chuck Liddell, Vitor Belfort, Vitor Belfort, Chuck Liddell,0,3,4,75,0,2,0,42,20,47,32,12,38.0,1,0,0.0,9,8,89.0,34,14,42.0,3,3,100.0,5,3,60.0,1,0,0,0,0,0,0,78,43,55,38,7,19.0,7,5,72.0,33,31,94.0,53,20,38.0,18,17,95.0,7,6,86.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Benji Radach, Nick Serra, Nick Serra, Benji Radach,0,1,10,10,2,1,0,8,0,0,8,0,0.0,0,0,0,0,0,0,8,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,46,26,56,43,24,56.0,3,2,67.0,0,0,0,9,3,34.0,2,2,100.0,35,21,60.0
Welterweight Bout,False,False, 1, Submission, Armbar From Bottom Guard, Pete Spratt, Zach Light, Zach Light, Pete Spratt,0,1,1,100,0,0,0,5,2,40,5,2,40.0,0,0,0,0,0,0,1,1,100.0,0,0,0,4,1,25.0,0,0,0,0,1,0,0,5,3,60,3,1,34.0,2,2,100.0,0,0,0,4,2,50.0,1,1,100.0,0,0,0
Welterweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Robbie Lawler, Steve Berger, Steve Berger, Robbie Lawler,0,1,3,33,0,0,0,37,11,29,26,2,8.0,10,8,80.0,1,1,100.0,16,0,0.0,21,11,53.0,0,0,0,1,1,1,100,0,1,0,51,28,54,39,16,42.0,12,12,100.0,0,0,0,14,3,22.0,23,17,74.0,14,8,58.0
Middleweight Bout,False,False, 2, KO/TKO, Punches to Head From Mount, Tony Fryklund, Rodrigo Ruas, Rodrigo Ruas, Tony Fryklund,0,0,0,0,0,0,0,31,11,35,25,5,20.0,0,0,0,6,6,100.0,24,9,38.0,7,2,29.0,0,0,0,1,0,0,0,1,3,0,102,60,58,93,52,56.0,6,6,100.0,3,2,67.0,17,6,36.0,7,5,72.0,78,49,63.0
Lightweight Bout,False,False, 1, KO/TKO, to Shoulder Injury, Yves Edwards, Joao Pierini, Joao Pierini, Yves Edwards,0,0,0,0,0,0,0,7,1,14,7,1,15.0,0,0,0,0,0,0,7,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,66,6,3,50.0,0,0,0,3,3,100.0,6,5,84.0,0,0,0,3,1,34.0
UFC Middleweight Title Bout,False,False, 3, Submission, Guillotine Choke After Drop to Guard, Murilo Bustamante, Matt Lindland, Matt Lindland, Murilo Bustamante,0,0,3,0,1,0,1,66,35,53,35,6,18.0,10,9,90.0,21,20,96.0,28,7,25.0,33,25,76.0,5,3,60.0,1,2,2,100,2,3,0,40,17,42,38,15,40.0,2,2,100.0,0,0,0,13,7,54.0,5,2,40.0,22,8,37.0
Heavyweight Bout,False,False, 2, KO/TKO, Punches to Head From Mount, Ricco Rodriguez, Tsuyoshi Kohsaka, Tsuyoshi Kohsaka, Ricco Rodriguez,0,1,1,100,0,0,0,11,6,54,8,3,38.0,2,2,100.0,1,1,100.0,2,1,50.0,7,3,43.0,2,2,100.0,0,3,5,60,1,8,0,33,19,57,30,18,60.0,3,1,34.0,0,0,0,3,0,0.0,1,1,100.0,29,18,63.0
Lightweight Bout,False,False, 2, KO/TKO, Punches to Head From Mount, BJ Penn, Paul Creighton, Paul Creighton, BJ Penn,0,3,8,37,0,0,0,8,6,75,4,2,50.0,4,4,100.0,0,0,0,3,1,34.0,4,4,100.0,1,1,100.0,0,0,0,0,0,1,0,56,39,69,32,17,54.0,14,14,100.0,10,8,80.0,7,2,29.0,21,20,96.0,28,17,61.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head From Half Guard, Phil Baroni, Amar Suloev, Amar Suloev, Phil Baroni,0,1,1,100,1,1,0,15,9,60,13,7,54.0,0,0,0,2,2,100.0,13,7,54.0,0,0,0,2,2,100.0,0,0,2,0,0,1,0,23,11,47,19,10,53.0,1,0,0.0,3,1,34.0,14,4,29.0,0,0,0,9,7,78.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Caol Uno, Yves Edwards, Yves Edwards, Caol Uno,0,1,1,100,1,4,0,23,13,56,14,5,36.0,4,3,75.0,5,5,100.0,10,5,50.0,11,7,64.0,2,1,50.0,0,3,6,50,1,6,2,32,19,59,19,8,43.0,3,2,67.0,10,9,90.0,13,6,47.0,8,6,75.0,11,7,64.0
Middleweight Bout,False,False, 3, KO/TKO, Punches to Head From Side Control, Ivan Salaverry, Andrei Semenov, Andrei Semenov, Ivan Salaverry,0,1,2,50,1,0,0,46,5,10,40,3,8.0,1,0,0.0,5,2,40.0,44,5,12.0,1,0,0.0,1,0,0.0,0,2,2,100,8,6,0,72,43,59,39,20,52.0,9,6,67.0,24,17,71.0,45,26,58.0,7,4,58.0,20,13,65.0
Welterweight Bout,False,True, 1, Overturned, Holding Fence by Radach, Benji Radach, Steve Berger,,,1,0,0,0,0,0,0,12,10,83,12,10,84.0,0,0,0,0,0,0,1,1,100.0,0,0,0,11,9,82.0,0,0,0,0,0,0,0,2,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Welterweight Bout,False,True, 1, Overturned, Holding Fence by Radach, Benji Radach, Steve Berger,,,1,0,0,0,0,0,0,12,10,83,12,10,84.0,0,0,0,0,0,0,1,1,100.0,0,0,0,11,9,82.0,0,0,0,0,0,0,0,2,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Robbie Lawler, Aaron Riley, Aaron Riley, Robbie Lawler,0,0,3,0,1,1,0,130,55,42,83,18,22.0,20,18,90.0,27,19,71.0,83,31,38.0,47,24,52.0,0,0,0,1,6,8,75,0,0,0,153,64,41,137,52,38.0,11,9,82.0,5,3,60.0,94,34,37.0,41,21,52.0,18,9,50.0
UFC Heavyweight Title Bout,False,False, 2, KO/TKO, Punches to Head From Half Guard, Josh Barnett, Randy Couture, Randy Couture, Josh Barnett,0,1,3,33,0,3,0,21,18,85,15,13,87.0,5,4,80.0,1,1,100.0,1,0,0.0,8,8,100.0,12,10,84.0,0,0,0,0,1,1,0,75,44,58,60,31,52.0,13,12,93.0,2,1,50.0,2,0,0.0,15,13,87.0,58,31,54.0
Heavyweight Bout,False,False, 3, KO/TKO, Punch to Head At Distance, Pedro Rizzo, Andrei Arlovski, Andrei Arlovski, Pedro Rizzo,0,0,0,0,0,0,0,95,38,40,48,10,21.0,1,1,100.0,46,27,59.0,93,37,40.0,2,1,50.0,0,0,0,1,0,0,0,0,0,0,80,27,33,55,10,19.0,1,1,100.0,24,16,67.0,79,26,33.0,1,1,100.0,0,0,0
UFC Welterweight Title Bout,False,False, 4, KO/TKO, Punches to Head From Mount, Matt Hughes, Hayato Sakurai, Hayato Sakurai, Matt Hughes,1,0,0,0,0,0,0,12,5,41,11,4,37.0,0,0,0,1,1,100.0,12,5,42.0,0,0,0,0,0,0,0,9,11,81,0,12,0,58,36,62,56,34,61.0,2,2,100.0,0,0,0,12,8,67.0,1,1,100.0,45,27,60.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head From Mount, Matt Lindland, Pat Miletich, Pat Miletich, Matt Lindland,0,0,0,0,0,0,0,2,1,50,1,0,0.0,1,1,100.0,0,0,0,2,1,50.0,0,0,0,0,0,0,0,1,1,100,0,2,0,40,20,50,39,19,49.0,1,1,100.0,0,0,0,2,0,0.0,0,0,0,38,20,53.0
Light Heavyweight Bout,False,False, 1, TKO - Doctor's Stoppage, Facial Cuts, Evan Tanner, Elvis Sinosic, Elvis Sinosic, Evan Tanner,0,0,0,0,0,0,0,8,4,50,4,0,0.0,2,2,100.0,2,2,100.0,5,2,40.0,3,2,67.0,0,0,0,0,0,0,0,0,0,0,13,7,53,10,5,50.0,3,2,67.0,0,0,0,4,0,0.0,3,2,67.0,6,5,84.0
Heavyweight Bout,False,False, 1, Submission,, Frank Mir, Pete Williams, Pete Williams, Frank Mir,0,1,1,100,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,66,3,1,34.0,1,1,100.0,2,2,100.0,6,4,67.0,0,0,0,0,0,0
Lightweight Bout,False,False, 1, Submission, Triangle Choke From Bottom Guard, Matt Serra, Kelly Dullanty, Kelly Dullanty, Matt Serra,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,3,33,3,4,0,8,2,25,8,2,25.0,0,0,0,0,0,0,2,0,0.0,0,0,0,6,2,34.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Sean Sherk, Jutaro Nakao, Jutaro Nakao, Sean Sherk,0,0,0,0,0,0,0,20,4,20,13,1,8.0,6,2,34.0,1,1,100.0,14,2,15.0,6,2,34.0,0,0,0,0,7,14,50,0,4,0,30,21,70,25,16,64.0,1,1,100.0,4,4,100.0,6,2,34.0,6,5,84.0,18,14,78.0
UFC Lightweight Title Bout,False,False, 5, Decision - Majority,, Jens Pulver, BJ Penn, BJ Penn, Jens Pulver,0,7,10,70,2,2,0,93,49,52,76,35,47.0,7,5,72.0,10,9,90.0,78,39,50.0,4,3,75.0,11,7,64.0,0,1,1,100,0,3,4,98,38,38,88,28,32.0,5,5,100.0,5,5,100.0,70,22,32.0,3,3,100.0,25,13,52.0
Heavyweight Bout,False,False, 3, KO/TKO, Punches to Head On Ground, Ricco Rodriguez, Jeff Monson, Jeff Monson, Ricco Rodriguez,0,2,6,33,0,0,0,20,7,35,13,2,16.0,3,2,67.0,4,3,75.0,11,2,19.0,9,5,56.0,0,0,0,0,3,4,75,1,3,0,65,42,64,47,26,56.0,15,14,94.0,3,2,67.0,19,7,37.0,24,18,75.0,22,17,78.0
UFC Middleweight Title Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Murilo Bustamante, Dave Menne, Dave Menne, Murilo Bustamante,0,0,0,0,0,0,0,33,14,42,20,3,15.0,5,5,100.0,8,6,75.0,25,7,29.0,8,7,88.0,0,0,0,1,2,7,28,0,1,0,12,9,75,11,8,73.0,1,1,100.0,0,0,0,5,4,80.0,3,1,34.0,4,4,100.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Chuck Liddell, Amar Suloev, Amar Suloev, Chuck Liddell,0,0,0,0,0,0,0,69,26,37,53,14,27.0,5,2,40.0,11,10,91.0,69,26,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,46,31,107,17,16.0,1,0,0.0,36,29,81.0,141,44,32.0,3,2,67.0,0,0,0
Middleweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Andrei Semenov, Ricardo Almeida, Ricardo Almeida, Andrei Semenov,0,1,4,25,5,0,0,35,12,34,29,6,21.0,1,1,100.0,5,5,100.0,28,7,25.0,7,5,72.0,0,0,0,1,0,0,0,0,0,0,29,5,17,29,5,18.0,0,0,0,0,0,0,22,3,14.0,2,1,50.0,5,1,20.0
